#CharaInitParam=CHARACTER_INIT_PARAM
ID,Name,BaseRec_mp,BaseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armor,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory1,equip_Accessory2,equip_Accessory3,equip_Accessory4,equip_Accessory5,Equip_Skill_01,Equip_Skill_02,Equip_Skill_03,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,Item_01,Item_02,Item_03,Item_04,Item_05,Item_06,Item_07,Item_08,Item_09,Item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,QWC_sb,QWC_mw,QWC_cd,soulLvl,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,bodyScaleHead,bodyScaleBreast,BodyScaleAbdomen,BodyScaleArm,BodyScaleLeg,gestureid0,gestureid1,gestureid2,gestureid3,gestureid4,gestureid5,gestureid6,npcPlayerType,npcPlayerDrawType,NpcPlayerSex,vowType,VoiceType,pad1,equip_Wep_Right_GenId,equip_Subwep_Right_GenId,equip_Wep_Left_GenId,equip_Subwep_Left_GenId,equip_Helm_GenId,equip_Armor_GenId,equip_Gaunt_GenId,equip_Leg_GenId,equip_Wep_Body_GenId,SecondaryItem_01,SecondaryItem_02,SecondaryItem_03,SecondaryItem_04,SecondaryItem_05,SecondaryItem_06,SecondaryItem_07,SecondaryItem_08,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06,secondaryItemNum_07,secondaryItemNum_08,pad2
910007180,,0,0,0,0,8010810,13050010,21240010,20120010,30000000,30001000,30002000,30003000,400000,404000,400200,404300,900201,900210,20250,20251,-1,-1,-1,-1,3530000,3531000,3552000,-1,-1,-1,-1,171,211,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,10,10,10,10,0,0,0,100,27,25,13,22,15,7,60,13,0,7,8,6,99,99,99,99,99,99,0,0,0,0,0,0,0,0,1,2,3,9,10,15,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,13210010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,8,6,-
990000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990000002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990000003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990000010,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,211,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,8,12,9,11,13,12,7,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000020,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,17,13,10,12,15,14,9,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000030,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,23,15,11,14,16,14,9,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000040,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,29,16,12,14,19,15,9,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000050,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,36,18,12,15,21,17,9,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000060,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,40,18,13,15,24,17,9,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000070,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,43,18,13,15,26,18,9,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000080,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,51,21,14,16,28,19,9,10,8,0,15,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000090,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,57,22,14,17,30,19,9,10,8,0,17,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000100,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,61,22,15,18,30,19,9,11,8,0,18,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000110,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,70,24,15,20,33,19,9,13,8,0,18,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000120,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,76,24,16,21,35,21,9,13,8,0,18,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000130,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,78,25,16,21,36,21,9,13,8,0,18,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000140,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,79,26,16,21,36,21,9,13,8,0,18,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000150,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,92,29,16,22,40,25,9,13,8,0,19,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000160,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,98,29,16,20,45,28,9,13,8,0,19,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990000170,,0,0,0,0,2010010,6070010,90060000,20000010,810000,811000,812000,813000,400000,404000,400200,404300,20032,20012,20730,20690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,100,29,16,20,45,30,9,13,8,0,19,10,5,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,14010010,23000010,-1,100,101,102,103,385,-1,1,1,1,1,1,0,10,5,-
990100000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990100001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990100002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990100003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
990100010,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,161,211,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,8,11,14,10,10,12,13,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100020,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,17,11,14,10,10,12,22,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100030,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,23,12,13,10,10,12,28,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100040,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,29,13,14,10,10,12,32,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100050,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,36,14,15,10,10,12,37,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100060,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,40,14,16,10,10,12,40,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100070,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,43,15,16,10,10,12,42,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100080,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,51,17,17,10,10,12,47,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100090,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,57,18,18,10,10,12,51,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100100,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,61,18,18,10,10,12,55,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100110,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,70,20,20,10,10,13,59,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100120,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,76,21,22,12,10,13,60,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100130,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,78,21,23,12,10,14,60,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100140,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,79,21,23,12,10,15,60,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100150,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,92,25,27,12,10,20,60,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100160,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,98,26,29,12,10,23,60,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
990100170,,0,0,0,0,13060010,3000510,90060000,-1,30000000,30001000,30002000,30003000,400000,404000,400200,404300,20230,20231,20300,20032,-1,-1,-1,-1,1307000,1305000,1301000,1374000,1740000,1308000,1312000,151,191,310,292,294,330,272,500,-1,-1,9000,0,0,0,0,999,999,999,999,0,0,0,100,26,29,13,10,24,60,9,8,0,10,7,8,99,99,99,99,99,99,0,0,0,0,0,0,0,14,9,13,4,5,7,8,0,0,1,0,0,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,101,102,103,385,-1,1,1,1,1,1,0,7,8,-
997000000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
997000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
997000002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
