#DecalParam=DECAL_PARAM_ST
ID,Name,TextureId0,dmyPolyID,pitchAngle,yawAngle,nearDistance,farDistance,nearSize,farSize,maskSpEffectID,randomVariationNum0,randomVariationNum1,randomVariationNum2,randomVariationNum3,replaceTextureId_byMaterial,dmypolyCategory0,dmypolyCategory1,decalShapeType0,decalShapeType1,decalShapeType2,decalShapeType3,useDeferredDecal,usePaintDecal,targetAttackChr,targetDamageChr,targetOtherChr,targetMapObj,usePom,0x26,0x26,0x26,0x26,0x26,0x26,0x27,0x27,0x27,0x27,0x27,0x27,0x27,0x27,randomSizeMin,randomSizeMax,randomRollMin,randomRollMax,randomPitchMin,randomPitchMax,randomYawMin,randomYawMax,pomHeightScale,pomSampleMin,pomSampleMax,Contrast1,TextureLengthType[0-3],TextureWidthX,TextureWidthZ,TextureLifeTime,0x58,0x5C,0x60,0x64,0x68,0x6C,TextureId1,TextureId2,TextureId3,Brightness,TextureId4,TextureId5,TextureId6,R(Diffuse),G(Diffuse),B(Diffuse),UnkNaM,R(Specular),G(Specular),B(Specular),DelayedSpawnState [ON_OFF],Contrast2,0x98,0x9C,0xA0,0xA1,0xA2,0xA3,minVal,maxVal,0xAC,0xAD,DecalSpawnDelay[sec],0xB0,0xB0,0xB0,0xB0,0xB0,IsContactPlayer,IsFormCube,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,0xB0,TextureSpawnDelay[sec],pad1
8010633,,30100,-1,0,0,-0.5,3,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,0,8,64,1,2,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,6,2,2,0,150,100,100,0,0.75,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010700,,100000,-1,0,0,-0.5,5,0.3,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,13,1,2,0,160,60,60,0,0.8,0,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010710,,100000,-1,0,0,0,10,0.15,0.25,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,0,0,1,8,64,2,0,0,0,0,0,0.05,-1,-1,-1,0,30100,100000,100000,1,100000,-1,-1,60,10,15,0,200,150,150,0,0.7,0,10,10,0,0,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010711,,100000,-1,0,0,0,10,0.3,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,0,0,1,8,64,2,0,0,0,0,0,0.05,-1,-1,-1,0,30100,100000,100000,1,100000,-1,-1,60,10,15,0,160,60,60,0,0.4,0,10,10,0,0,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010712,,100000,-1,0,0,0,10,0.08,0.12,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,0,0,1,8,64,2,0,0,0,0,0,0.05,-1,-1,-1,0,30100,100000,100000,1,100000,-1,-1,60,10,15,0,160,60,60,0,0.4,0,10,10,0,0,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010715,,100000,-1,0,0,0,10,0.15,0.25,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,0,0,1,8,64,2,0,0,0,0,0,0.05,-1,-1,-1,0,8010710,100000,100000,1,8010710,-1,-1,80,20,30,0,250,50,50,0,0.7,0,10,10,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010716,,100000,-1,0,0,0,10,0.3,0.4,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,0,0,1,8,64,2,0,0,0,0,0,0.05,-1,-1,-1,0,8010711,100000,100000,1,8010711,-1,-1,90,22,34,0,250,60,60,0,0.8,0,10,10,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8010720,,5300700,-1,180,0,-1,5,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,125,0,-15,0,0,0,35,1,8,64,1,0,0,0,0,0,1.5,-1,-1,-1,0,5300700,210000,100000,1,5300700,-1,-1,150,150,150,0,30,30,30,1,0.2,45,30,0,0,0,0,0.4,10,20,1,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,-
8011580,[Ojo 3] bleeding blood mild -- 【ヘルカイト（王城3）】出血 血MILD,100000,-1,-30,180,-2,30,5,10,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,1,0.05,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,3,7,2,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8023000,[m30_00] Hell kite Breath Burn marks -- 【m30_00】ヘルカイト　ブレス燃え跡,30000,-1,0,0,0,20,7,12,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,-180,180,-15,15,-15,15,1,8,64,2,0,1,1,0,0,0.01,0,0,-1,0,-1,100000,100000,1,100000,-1,-1,25,25,25,0,25,25,25,0,0.2,0,0,255,255,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8023900,[M39_00] in blood (dead) -- 【m39_00】血(亡者)　中,100000,-1,0,0,-0.5,8,0.3,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,0,40,0,15,1,0.05,-1,-1,-1,0,160000,100000,100000,1,100000,-1,-1,40,1,2,0,255,240,240,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8023901,【 m39_00 】 Large Blood (dead) -- 【m39_00】血(亡者)　大,100000,-1,0,0,-0.5,14,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,0,40,0,15,1,0.05,-1,-1,-1,0,160000,100000,100000,1,100000,-1,-1,40,1,2,0,255,240,240,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
8025101,,100010,-1,-30,180,-0.5,5,0.3,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,100010,100000,100000,1,100000,-1,-1,13,1,2,0,255,255,255,0,1,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9000100,[PC bleeding] footprints blood feet -- 【PC出血】足跡血痕素足,210000,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,38,3,7,0,30,30,30,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9000101,[PC bleeding] footprint blood stains shoes -- 【PC出血】足跡血痕靴,110100,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,38,3,7,0,30,30,30,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9000102,[PC bleeding] footprints blood stains large shoes -- 【PC出血】足跡血痕大靴,110100,-1,0,0,-0.1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,38,3,7,0,30,30,30,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9000110,[PC Bleeding] PC Bleeding -- 【PC出血】PC出血,101000,57,0,0,0,10,1,1.2,6400,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,-5,5,-10,10,-10,10,1,8,64,1,0,1,1,0,1,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,38,3,2,0,255,255,255,0,1,60,5,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9000111,[PC Bleeding] PC Bleeding (Large) -- 【PC出血】PC出血（大）,101000,57,0,0,0,10,1,1.2,6400,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,-5,5,-10,10,-10,10,1,8,64,1,0,1,1,0,1,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,38,3,2,0,255,255,255,0,1,60,5,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9001100,[PC bleeding] footprints blood mild -- 【PC出血】足跡血痕素足血MILD,210000,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,10,25,7,0,30,30,30,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9001101,[PC bleeding] footprints blood stains shoes mild -- 【PC出血】足跡血痕靴血MILD,110100,-1,0,0,-0.1,1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,10,25,7,0,30,30,30,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9001102,[PC bleeding] footprints blood mild large shoes -- 【PC出血】足跡血痕大靴血MILD,110100,-1,0,0,-0.1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,1,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,10,25,7,0,30,30,30,1,1,60,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9001110,[PC Bleeding] PC Bleeding Blood Mild -- 【PC出血】PC出血血MILD,101000,57,0,0,0,10,1,1.2,6400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,-5,5,-10,10,-10,10,1,8,64,1,0,1,1,0,1,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,10,25,2,0,255,255,255,0,1,60,5,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9001111,[PC Bleeding] PC bleeding (large) blood mild -- 【PC出血】PC出血（大）血MILD,101000,57,0,0,0,10,1,1.2,6400,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,-5,5,-10,10,-10,10,1,8,64,1,0,1,1,0,1,0.1,-1,-1,-1,0,-1,100000,100000,1,100000,-1,-1,10,25,2,0,255,255,255,0,1,60,5,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9990000,Test -- テスト,100000,-1,0,0,-0.6,15,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,40,0,15,1,0.05,-1,-1,-1,0,0,100000,9900000,1,9900000,-1,-1,10,255,10,0,255,255,255,1,1,60,10,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
9990001,Test -- テスト,100000,-1,0,0,-0.6,15,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,40,-10,10,-10,10,1,8,64,1,0,40,0,15,1,0.05,-1,-1,-1,0,0,100000,9900000,1,9900000,-1,-1,10,255,10,0,255,255,255,1,1,60,10,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
9990002,Test -- テスト,100000,-1,0,0,-0.6,15,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,2,0,40,0,15,1,0.05,-1,-1,-1,0,0,100000,9900000,1,9900000,-1,-1,10,255,10,0,255,255,255,1,1,60,10,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
9999900,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
9999901,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
